"cca_1","cca_2","cca_3","cca_4","cca_5","cca_6","cca_7","cca_8","cca_9","cca_10","cca_11","cca_12","cca_13","cca_14","cca_15","cca_16","cca_17","cca_18","cca_19","cca_20","cca_21","cca_22","cca_23","cca_24","cca_25","cca_26","cca_27","cca_28","cca_29","cca_30","cca_31","cca_32","cca_33","cca_34","cca_35","cca_36","cca_37","cca_38","cca_39","cca_40","cca_41","cca_42","cca_43","cca_44","cca_45","cca_46","cca_47","cca_48","cca_49","cca_50","cca_51","cca_52","cca_53","cca_54","cca_55","cca_56","cca_57","cca_58","cca_59","cca_60","cca_61","cca_62","cca_63","cca_64","cca_65","cca_66","cca_67","cca_68","cca_69","cca_70","cca_71","cca_72","cca_73","cca_74","cca_75","cca_76","cca_77","cca_78","cca_79","cca_80","cca_81","cca_82","cca_83","cca_84","cca_85","cca_86","cca_87","cca_88","cca_89","cca_90","cca_91","cca_92","cca_93","y"
0.42846476262963,0.456576532827161,0.478600822,0.50330756037037,0.541788615432099,0.595580923246914,0.653158730617284,0.674857536209877,0.670029573382716,0.662408252925926,0.663240462333333,0.673231357617284,0.684777444975309,0.647895775135802,0.571177873283951,0.558959231432099,0.526692566246914,0.542985639407407,0.514660954530864,0.524051998049383,0.540253138814815,0.532710558555556,0.521137570382716,0.530659670691358,0.564599610135802,0.566564233691358,0.566096639728395,0.543481408259259,0.545896333938272,0.553155394432099,0.551727969691358,0.551153262790123,0.561977063950617,0.546357454851852,0.544339693839506,0.541274713283951,0.545953018728395,0.548939703246914,0.545177683740741,0.538252194135802,0.527408069358025,0.529230618049383,0.528727457358025,0.530510438938272,0.524382079111111,0.513125424740741,0.511728516185185,0.510513926135802,0.511002470975309,0.506415859654321,0.502328864740741,0.500277557481482,0.500532573938272,0.506764812716049,0.517126053962963,0.524122102728395,0.528709506444444,0.528089491938272,0.528896760827161,0.52834864645679,0.52272368345679,0.516256865654321,0.509944998074074,0.495280389061728,0.491001921691358,0.467043498617284,0.465877856444444,0.452382615814815,0.435928758111111,0.439347064493827,0.45412683553144,0.453919470666667,0.429627774074074,0.436731571666667,0.460252688654321,0.475076369790123,0.483133956901235,0.476470017802469,0.489091343308642,0.518245571123457,0.561697561098765,0.605474306160494,0.629704477493827,0.657062089246914,0.680672095814815,0.702257065987654,0.694808158382716,0.65064369254321,0.589804136962963,0.558271302308642,0.567372987222222,0.593119755407407,0.616557959679012,1
0.45902313262963,0.463790432827161,0.477964072,0.49728974037037,0.505461565432099,0.517691813246914,0.536764070617284,0.572060096209877,0.613376663382716,0.637438062925926,0.633986122333333,0.634004467617284,0.650561184975309,0.670837965135802,0.675596183283951,0.672024481432099,0.678075046246914,0.677027309407407,0.668820804530864,0.648261258049383,0.615673608814815,0.597138478555556,0.584652040382716,0.576864960691358,0.574526380135802,0.575129133691358,0.583745079728395,0.582568408259259,0.578359173938272,0.568090364432099,0.563963319691358,0.553815752790123,0.551744863950617,0.571638914851852,0.597284963839506,0.597024053283951,0.600774908728395,0.588191923246913,0.566532713740741,0.552269254135803,0.554267289358025,0.563233868049383,0.568610397358025,0.576183488938272,0.579839899111111,0.571183084740741,0.557504546185185,0.546482816135803,0.545018590975309,0.552184809654321,0.567209164740741,0.581486557481481,0.589879683938272,0.598401722716049,0.605023163962963,0.617484532728395,0.608498286444444,0.603798401938272,0.59433831082716,0.58981598645679,0.57766291345679,0.565712775654321,0.566075408074074,0.571361559061728,0.579072531691358,0.601296108617284,0.588068626444444,0.573862015814815,0.564633628111111,0.573244944493827,0.57696320553144,0.584961210666667,0.564110714074074,0.578660121666667,0.584056828654321,0.575140579790123,0.591684006901235,0.617008817802469,0.638783613308642,0.680711821123457,0.665207851098765,0.680352136160494,0.665818477493827,0.686202939246914,0.717432005814815,0.732711885987654,0.730415468382716,0.72946693254321,0.724485326962963,0.719593552308642,0.702249267222222,0.694048465407407,0.685627549679012,0
0.54127573262963,0.54639676282716,0.548308752,0.54387839037037,0.557550525432099,0.588057673246914,0.617396210617284,0.643715656209877,0.650189753382716,0.647612182925926,0.650434732333333,0.655109177617284,0.653070074975309,0.646987475135802,0.639438503283951,0.625140461432099,0.608048076246914,0.579332839407407,0.562635324530864,0.556745188049383,0.544659418814815,0.530226568555556,0.519377880382716,0.522805590691358,0.523519320135802,0.524561723691358,0.522176189728395,0.531256298259259,0.537977983938272,0.525167454432099,0.523242619691358,0.526783022790123,0.531427343950617,0.537943414851852,0.548855973839506,0.570708953283951,0.576457848728395,0.560976533246914,0.539295253740741,0.527409634135803,0.521869889358025,0.521395088049383,0.529184307358025,0.534805238938272,0.535117639111111,0.541778534740741,0.544854516185185,0.545424606135802,0.546511060975309,0.541516899654321,0.547147414740741,0.543606937481481,0.534230833938272,0.541021012716049,0.549301993962963,0.556733822728395,0.568992886444444,0.577945421938272,0.56851123082716,0.54399998645679,0.52206209345679,0.513106735654321,0.506431498074074,0.499682239061728,0.497117531691358,0.502243248617284,0.512054676444444,0.516434465814815,0.509020578111111,0.503515024493827,0.49970734553144,0.510937260666667,0.517690894074074,0.510825001666667,0.508831228654321,0.540059519790123,0.577888496901235,0.606713567802469,0.641517123308642,0.633682271123457,0.622419461098765,0.648010216160494,0.670597507493827,0.666638619246914,0.671775545814815,0.677859105987654,0.682306688382716,0.67149859254321,0.643357986962963,0.611313492308642,0.589814847222222,0.582214405407407,0.575552099679012,1
0.41323340262963,0.436543562827161,0.476945972,0.52602951037037,0.575787015432099,0.595215513246914,0.599952960617284,0.609351756209877,0.604905703382716,0.594576812925926,0.561004232333333,0.515273997617284,0.509249104975309,0.499435275135802,0.500252763283951,0.486700411432099,0.512300576246914,0.496747159407407,0.488017504530864,0.488993908049383,0.509026568814815,0.492161058555556,0.466213050382716,0.464966220691358,0.481146390135802,0.484721833691358,0.485223279728395,0.481292578259259,0.471740823938272,0.461983124432099,0.480948889691358,0.474859412790123,0.473869043950617,0.471288064851852,0.454960433839506,0.437681063283951,0.434834048728395,0.434852953246914,0.441929763740741,0.453899454135802,0.461003069358025,0.447662758049383,0.439113657358025,0.434505508938272,0.446571829111111,0.465699814740741,0.470566686185185,0.476982676135802,0.476760720975309,0.469231909654321,0.462748714740741,0.462308327481481,0.457813403938272,0.471302842716049,0.458996483962963,0.455906782728395,0.432683016444444,0.434844201938272,0.433045300827161,0.42303774645679,0.40705957345679,0.405022255654321,0.397809188074074,0.381888939061728,0.366007741691358,0.349743328617284,0.342596016444444,0.336154935814815,0.323414748111111,0.316457824493827,0.32892003553144,0.353982280666667,0.393848434074074,0.402366731666667,0.416978878654321,0.418768629790123,0.399746596901235,0.441593407802469,0.482482443308642,0.469688191123457,0.500567791098765,0.530742876160494,0.481521437493827,0.516714009246914,0.572383375814815,0.600972895987654,0.620766628382716,0.64237567254321,0.664948816962963,0.685661992308642,0.692421217222222,0.673888435407408,0.639774969679012,1
0.45899313262963,0.483240672827161,0.509292372,0.52045699037037,0.540340935432099,0.586956563246914,0.626179880617284,0.667305106209877,0.671847573382716,0.673467762925926,0.685669362333333,0.689378987617284,0.691265884975309,0.695075195135802,0.676428803283951,0.626219561432099,0.589693016246914,0.584920039407407,0.574386214530864,0.571980218049383,0.557363788814815,0.561732198555556,0.563015330382716,0.553116950691358,0.546109870135802,0.545550973691358,0.557611759728395,0.551679878259259,0.548889433938272,0.553133564432099,0.548362589691358,0.539851272790123,0.538170753950617,0.540074874851852,0.540864303839506,0.542618703283951,0.546697828728395,0.549464643246914,0.552378123740741,0.553568564135803,0.570223589358025,0.572451728049383,0.574329007358025,0.571453778938272,0.580856449111111,0.564448064740741,0.563838236185185,0.567220936135802,0.565279720975309,0.566621549654321,0.562016934740741,0.547930017481481,0.543354313938271,0.551421032716049,0.568012603962963,0.572342102728395,0.574907196444444,0.575321741938272,0.57057601082716,0.56989158645679,0.56026238345679,0.553373725654321,0.548054308074074,0.534720279061728,0.534641461691358,0.537066348617284,0.556085456444445,0.554846605814815,0.558203878111111,0.559709504493827,0.57501117553144,0.594624170666667,0.606034994074074,0.637259121666667,0.661154298654321,0.665368369790123,0.691244326901234,0.693026427802469,0.714742263308642,0.729833751123457,0.743013901098766,0.740127206160494,0.745862417493827,0.754877959246914,0.753880045814815,0.743187685987654,0.734934618382716,0.71676661254321,0.687943506962963,0.652703612308642,0.616855907222222,0.595915665407407,0.589623479679012,1
0.447732573693957,0.48076213511371,0.50249633371345,0.518157425194932,0.530473575139701,0.554344618112411,0.605302163073424,0.654798044730344,0.685501460727745,0.689455515165692,0.688789713274854,0.678640594009097,0.677228662355426,0.66971987568551,0.661822039126056,0.657568841777128,0.64723903314165,0.631045245974659,0.610429292677063,0.603138793710201,0.6105363167154,0.624282310321638,0.630688554645874,0.625977906387264,0.62128166694282,0.617879830539311,0.611060039038337,0.61135765785575,0.617644451107862,0.608863760636777,0.596721139632878,0.581267376907083,0.574852490003249,0.571934879863548,0.574175017020793,0.575675486552957,0.581584019564652,0.579785564135803,0.5776375358577,0.578657000890188,0.573459332556855,0.566885385815465,0.560586091533463,0.559676054967511,0.563144419181287,0.564469450477583,0.570793306676413,0.572724545597791,0.574141394723847,0.575859156981806,0.575100916325536,0.571428987417154,0.559507399879792,0.554525402949968,0.554307191091618,0.555794879184535,0.557935700204678,0.563950215552307,0.567207489061079,0.552715643164392,0.529198584918778,0.532615779584146,0.524047691647173,0.51983473859974,0.524778622907732,0.531708281406758,0.538614232192983,0.550203243206628,0.557056803538012,0.567135957540611,0.57611995259235,0.583487128216374,0.595303841500975,0.602145548538012,0.613510628853151,0.633324427930474,0.633415091088369,0.633179075129955,0.644145923963613,0.668875453164392,0.685193683443795,0.692277467540611,0.693903640961663,0.687668998755685,0.671822675867446,0.651279593209877,0.643314793388564,0.638602759671865,0.644121764278752,0.646720158700455,0.633615300233918,0.612159021120858,0.584253845298895,0
0.344464023693957,0.34608288511371,0.34277484371345,0.365785565194932,0.404610785139701,0.421953208112411,0.441638043073424,0.461470054730344,0.506375370727745,0.538144155165692,0.542786733274854,0.515318924009097,0.486786172355426,0.45636796568551,0.409503479126056,0.391011121777128,0.37500367314165,0.368268805974659,0.365864822677063,0.369735453710201,0.3770709767154,0.390173730321637,0.397040274645874,0.393947876387264,0.40226728694282,0.404586560539311,0.391028529038337,0.381841457855751,0.378305601107862,0.373399760636777,0.378340259632878,0.393557486907083,0.403103120003249,0.404963639863548,0.403315387020793,0.402279306552956,0.407133539564652,0.410331084135802,0.4143133158577,0.423411400890188,0.436441462556855,0.445487025815465,0.446902021533463,0.453711254967511,0.461449049181287,0.464869430477583,0.482549976676413,0.488959205597791,0.491186144723847,0.490888146981806,0.485759216325536,0.474882057417154,0.473597289879792,0.474572122949967,0.465892411091618,0.450058929184535,0.433328990204678,0.425893785552307,0.413356869061079,0.410477943164392,0.401922254918778,0.402421299584146,0.392728371647174,0.38012851859974,0.376967572907732,0.374156901406758,0.381958162192982,0.385423463206628,0.396006463538012,0.388612007540611,0.37612897259235,0.369883738216374,0.364876081500975,0.363366788538012,0.364473618853151,0.373769057930474,0.379303641088369,0.364848945129955,0.371883053963613,0.382291613164392,0.382023193443795,0.393109057540611,0.411498840961663,0.425788858755685,0.422435615867446,0.427368943209877,0.411935683388564,0.396015569671865,0.429360924278752,0.467237798700455,0.493412070233918,0.508378941120858,0.522035825298895,1
0.442572823693957,0.45643462511371,0.47631157371345,0.503608515194932,0.528154475139701,0.557554808112411,0.570131163073424,0.570779414730344,0.565169230727745,0.557633885165692,0.536973063274854,0.498894164009097,0.472883332355426,0.48194558568551,0.473665279126056,0.475152291777128,0.48566502314165,0.480450955974659,0.480787282677063,0.478765123710201,0.4653849767154,0.463790520321637,0.485942824645874,0.476450906387264,0.47799927694282,0.475251280539311,0.473137279038337,0.477208837855751,0.484199571107862,0.496496220636777,0.506404039632878,0.510616366907083,0.505865470003249,0.502508859863548,0.497324677020793,0.505673866552957,0.515852809564652,0.517293044135803,0.5151399858577,0.515081120890188,0.521188682556855,0.526499335815465,0.538014471533463,0.547345694967511,0.550100709181287,0.548863800477583,0.547423516676413,0.539261585597791,0.531361624723847,0.524084756981806,0.522021296325536,0.525578067417154,0.531866169879792,0.537468332949967,0.536393821091618,0.538592189184535,0.539569280204678,0.534924805552307,0.536656189061079,0.538891403164392,0.530899724918778,0.531151459584146,0.526180971647173,0.52523843859974,0.525078112907732,0.528331691406758,0.535348672192983,0.545687743206628,0.552143653538012,0.558206507540611,0.56129774259235,0.571425238216374,0.580679651500975,0.586587038538012,0.570993608853151,0.569074267930474,0.563792421088369,0.562680105129955,0.574696113963613,0.577220223164392,0.598921533443795,0.618069907540611,0.621514500961663,0.622745608755685,0.615667945867446,0.605154373209877,0.606905713388564,0.598026499671865,0.581677994278752,0.560714188700455,0.537145450233918,0.516904881120858,0.527594885298895,1
0.425761065708995,0.450861697700176,0.474885847984127,0.50245987089418,0.547049216162257,0.585969248548501,0.597140345855379,0.592362811241623,0.583129876366843,0.590089967195767,0.588814032222222,0.576676386776014,0.556885866911817,0.525501154723104,0.492764259712522,0.460183351987654,0.453420891818342,0.439581022470899,0.436424192451499,0.453768533890653,0.463440280354497,0.472712828111111,0.463491756811288,0.469748318342152,0.45447035775485,0.449087913231041,0.454174089188713,0.460603175164021,0.48093397787478,0.489191950606702,0.484768464008818,0.48205566129806,0.480396620093474,0.474008584074074,0.462534455998236,0.464702282823633,0.47988228433157,0.481979982421517,0.48623828310582,0.490419323326279,0.492764944707231,0.485997646462081,0.482414912405644,0.484519811208113,0.477979785873016,0.478256248597884,0.475293688661376,0.479493391056437,0.488918755340388,0.489089075447972,0.489886953137566,0.497609351687831,0.499956569684303,0.500834723731922,0.504213975407407,0.512181406823633,0.524151315603175,0.528477144319224,0.533230354985891,0.529535081901235,0.529338653805997,0.512756335749559,0.497125183677249,0.487205526283951,0.483833298516755,0.496958554474427,0.495977434523809,0.497396310544973,0.483667588079365,0.454503203525573,0.455240841043478,0.438046700968254,0.441399327756614,0.431697411365079,0.45307519186067,0.46778331445679,0.480851293028219,0.505138569024691,0.520145043181658,0.533041377329806,0.533640597940035,0.54193945666843,0.558093518239859,0.58060727191358,0.600417093386243,0.613824000924162,0.615030423779541,0.623350703987654,0.631644862248677,0.635920791467372,0.625339074730159,0.60525873910582,0.592468823599647,1
0.438585363693957,0.45635994511371,0.48160742371345,0.516031395194932,0.560564805139701,0.593334468112411,0.610852213073424,0.602236914730344,0.586841510727745,0.570439145165692,0.556358373274854,0.527824584009097,0.489286422355426,0.47243514568551,0.458959259126056,0.465205161777128,0.45349309314165,0.468244115974659,0.464396622677063,0.466408023710201,0.4872694867154,0.482115260321637,0.476397544645874,0.469551626387264,0.47591131694282,0.494861500539311,0.497796019038337,0.49334815785575,0.487447031107862,0.482173230636777,0.470043289632878,0.466236106907083,0.453525520003249,0.447984949863548,0.445698777020793,0.442222096552956,0.460622219564652,0.467714514135802,0.4565312558577,0.451518160890188,0.463362592556855,0.466688285815465,0.466525901533463,0.467131864967511,0.495393229181287,0.496987600477583,0.493413766676413,0.482309495597791,0.477873464723847,0.471581616981806,0.459828946325536,0.459842107417154,0.454543729879792,0.450301222949967,0.446153031091618,0.441483749184535,0.444387190204678,0.452392975552307,0.455969179061079,0.453781213164392,0.449712614918778,0.438688569584146,0.432339151647174,0.43022486859974,0.426868022907732,0.426595061406758,0.433302812192983,0.417118633206628,0.427549593538012,0.446611417540611,0.45781305259235,0.469728908216374,0.489547651500975,0.511159498538012,0.530192488853151,0.544176707930474,0.558684651088369,0.564641565129955,0.564899743963613,0.553950903164392,0.550707543443795,0.531581967540611,0.514101070961663,0.538226618755685,0.570319825867446,0.579047123209877,0.584905303388564,0.599712189671865,0.613525354278752,0.624336168700455,0.631899180233918,0.629708211120858,0.615295085298895,1
